,invoice,stock_code,description,quantity,invoice_date,price,customer_id,country
45228,493410,TEST001,This is a test product.,5,2010-04-01 09:24:00,4.5,12346.0,United Kingdom
45230,493412,TEST001,This is a test product.,5,2010-04-01 09:53:00,4.5,12346.0,United Kingdom
45231,493413,21724,PANDA AND BUNNIES STICKER SHEET,1,2010-04-01 09:54:00,0.85,,United Kingdom
45232,493413,84578,ELEPHANT TOY WITH BLUE T-SHIRT,1,2010-04-01 09:54:00,3.75,,United Kingdom
45233,493413,21723,ALPHABET HEARTS STICKER SHEET,1,2010-04-01 09:54:00,0.85,,United Kingdom
45234,493414,21844,RETRO SPOT MUG,36,2010-04-01 10:28:00,2.55,14590.0,United Kingdom
45235,493414,21533,RETRO SPOT LARGE MILK JUG,12,2010-04-01 10:28:00,4.25,14590.0,United Kingdom
45236,493414,37508,NEW ENGLAND CERAMIC CAKE SERVER,2,2010-04-01 10:28:00,2.55,14590.0,United Kingdom
45237,493414,35001G,HAND OPEN SHAPE GOLD,2,2010-04-01 10:28:00,4.25,14590.0,United Kingdom
45238,493414,21527,RETRO SPOT TRADITIONAL TEAPOT ,12,2010-04-01 10:28:00,6.95,14590.0,United Kingdom
45239,493414,21531,RETRO SPOT SUGAR JAM BOWL,24,2010-04-01 10:28:00,2.1,14590.0,United Kingdom
45242,493427,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2010-04-01 10:43:00,5.95,13287.0,United Kingdom
45243,493427,21681,GIANT MEDINA STAMPED METAL BOWL ,2,2010-04-01 10:43:00,9.95,13287.0,United Kingdom
45244,493427,21682,LARGE MEDINA STAMPED METAL BOWL ,4,2010-04-01 10:43:00,4.95,13287.0,United Kingdom
45245,493427,18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,6,2010-04-01 10:43:00,2.55,13287.0,United Kingdom
45246,493427,21577,SAVE THE PLANET COTTON TOTE BAG,6,2010-04-01 10:43:00,2.25,13287.0,United Kingdom
45247,493427,21576,LETS GO SHOPPING COTTON TOTE BAG,6,2010-04-01 10:43:00,2.25,13287.0,United Kingdom
45248,493427,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2010-04-01 10:43:00,1.49,13287.0,United Kingdom
45249,493427,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-04-01 10:43:00,1.25,13287.0,United Kingdom
45250,493427,79000,MOROCCAN TEA GLASS,12,2010-04-01 10:43:00,0.85,13287.0,United Kingdom
45251,493427,84499,BLACK FLOWER CANDLE PLATE,12,2010-04-01 10:43:00,0.85,13287.0,United Kingdom
45252,493427,72780,BLACK SILOUETTE CANDLE PLATE,12,2010-04-01 10:43:00,0.85,13287.0,United Kingdom
45253,493427,22214,CANDLE PLATE LACE WHITE,6,2010-04-01 10:43:00,2.55,13287.0,United Kingdom
45254,493427,72369A,PINK CLEAR GLASS CANDLE PLATE,6,2010-04-01 10:43:00,1.25,13287.0,United Kingdom
45255,493427,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,2010-04-01 10:43:00,4.25,13287.0,United Kingdom
45256,493427,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-04-01 10:43:00,1.25,13287.0,United Kingdom
45257,493427,84615,PINK ROUND BUTTERFLY MIRROR ,2,2010-04-01 10:43:00,7.95,13287.0,United Kingdom
45258,493427,84686,BEACH HUT MIRROR,2,2010-04-01 10:43:00,4.25,13287.0,United Kingdom
45259,493427,21777,RECIPE BOX WITH METAL HEART,2,2010-04-01 10:43:00,7.95,13287.0,United Kingdom
45260,493428,84563A,PINK & WHITE BREAKFAST TRAY,1,2010-04-01 11:15:00,5.95,16550.0,United Kingdom
45261,493428,84562A,PINK/WHITE RIBBED MELAMINE JUG,1,2010-04-01 11:15:00,7.95,16550.0,United Kingdom
45262,493428,22347,PIZZA SLICE DISH,6,2010-04-01 11:15:00,1.25,16550.0,United Kingdom
45263,493428,21658,GLASS  BEURRE DISH,2,2010-04-01 11:15:00,3.95,16550.0,United Kingdom
45264,493428,22084,PAPER CHAIN KIT EMPIRE,4,2010-04-01 11:15:00,2.95,16550.0,United Kingdom
45265,493428,22083,PAPER CHAIN KIT RETRO SPOT,6,2010-04-01 11:15:00,2.95,16550.0,United Kingdom
45266,493428,22197,"POPCORN HOLDER , SMALL ",6,2010-04-01 11:15:00,0.85,16550.0,United Kingdom
45267,493428,22198,"POPCORN HOLDER , LARGE",6,2010-04-01 11:15:00,1.65,16550.0,United Kingdom
45268,493428,84988,SET OF 72 PINK HEART PAPER DOILIES,10,2010-04-01 11:15:00,1.45,16550.0,United Kingdom
45269,493428,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,4,2010-04-01 11:15:00,2.55,16550.0,United Kingdom
45270,493428,21558,SKULL LUNCHBOX WITH CUTLERY ,1,2010-04-01 11:15:00,2.55,16550.0,United Kingdom
45271,493428,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,4,2010-04-01 11:15:00,2.55,16550.0,United Kingdom
45272,493428,21561,DINOSAUR LUNCHBOX WITH CUTLERY,4,2010-04-01 11:15:00,2.55,16550.0,United Kingdom
45273,493428,21622,VINTAGE UNION JACK CUSHION COVER,6,2010-04-01 11:15:00,4.95,16550.0,United Kingdom
45274,493428,21411,GINGHAM HEART  DOORSTOP RED,2,2010-04-01 11:15:00,4.25,16550.0,United Kingdom
45275,493428,20682,RED SPOTTY CHILDS UMBRELLA,2,2010-04-01 11:15:00,3.25,16550.0,United Kingdom
45276,493428,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2,2010-04-01 11:15:00,3.25,16550.0,United Kingdom
45277,493428,20681,PINK SPOTTY CHILDS UMBRELLA,2,2010-04-01 11:15:00,3.25,16550.0,United Kingdom
45278,493428,20754,RETRO RED SPOTTY WASHING UP GLOVES,3,2010-04-01 11:15:00,2.1,16550.0,United Kingdom
45279,493428,20752,RETRO BLUE SPOTTY WASHING UP GLOVES,3,2010-04-01 11:15:00,2.1,16550.0,United Kingdom
45280,493428,22190,LOCAL CAFE MUG,4,2010-04-01 11:15:00,2.1,16550.0,United Kingdom
45281,493428,21843,RETRO SPOT CAKE STAND,1,2010-04-01 11:15:00,10.95,16550.0,United Kingdom
45282,493428,79320, FLAMINGO LIGHTS,2,2010-04-01 11:15:00,4.95,16550.0,United Kingdom
45283,493428,79321,CHILLI LIGHTS,2,2010-04-01 11:15:00,4.95,16550.0,United Kingdom
45291,493432,21488,RED WHITE SCARF  HOT WATER BOTTLE,1,2010-04-01 12:30:00,3.95,14680.0,United Kingdom
45292,493432,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2010-04-01 12:30:00,3.75,14680.0,United Kingdom
45293,493432,21357,TOAST ITS - DINOSAUR,5,2010-04-01 12:30:00,1.25,14680.0,United Kingdom
45294,493432,37448,CERAMIC CAKE DESIGN SPOTTED MUG,2,2010-04-01 12:30:00,1.49,14680.0,United Kingdom
45295,493432,20726,LUNCH BAG WOODLAND,20,2010-04-01 12:30:00,1.65,14680.0,United Kingdom
45296,493432,21870,I CAN ONLY PLEASE ONE PERSON MUG,2,2010-04-01 12:30:00,1.25,14680.0,United Kingdom
45297,493432,37461,FUNKY MONKEY MUG,2,2010-04-01 12:30:00,1.25,14680.0,United Kingdom
45298,493432,21872,GLAMOROUS  MUG,2,2010-04-01 12:30:00,1.25,14680.0,United Kingdom
45299,493432,47591D,PINK FAIRY CAKE CHILD'S APRON,1,2010-04-01 12:30:00,1.95,14680.0,United Kingdom
45300,493432,21156,RED SPOTTY CHILDS APRON,2,2010-04-01 12:30:00,1.95,14680.0,United Kingdom
45301,493432,22415,WHITE TISSUE REAM,1,2010-04-01 12:30:00,7.95,14680.0,United Kingdom
45302,493432,21329,DINOSAURS  WRITING SET ,1,2010-04-01 12:30:00,1.65,14680.0,United Kingdom
45303,493432,21327,SKULLS WRITING SET ,1,2010-04-01 12:30:00,1.65,14680.0,United Kingdom
45304,493432,85132B,CHARLIE AND LOLA TABLE TINS,2,2010-04-01 12:30:00,9.95,14680.0,United Kingdom
45305,493432,21523,FANCY FONT HOME SWEET HOME DOORMAT,1,2010-04-01 12:30:00,6.75,14680.0,United Kingdom
45306,493432,85150,LADIES & GENTLEMEN METAL SIGN,1,2010-04-01 12:30:00,2.55,14680.0,United Kingdom
45307,493432,21218,RED SPOTTY BISCUIT TIN,1,2010-04-01 12:30:00,3.75,14680.0,United Kingdom
45308,493432,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2,2010-04-01 12:30:00,2.95,14680.0,United Kingdom
45309,493432,20681,PINK SPOTTY CHILDS UMBRELLA,2,2010-04-01 12:30:00,3.25,14680.0,United Kingdom
45310,493432,20682,RED SPOTTY CHILDS UMBRELLA,2,2010-04-01 12:30:00,3.25,14680.0,United Kingdom
45311,493432,21903,MAN FLU METAL SIGN,2,2010-04-01 12:30:00,2.1,14680.0,United Kingdom
45312,493432,85152,HAND OVER THE CHOCOLATE   SIGN ,6,2010-04-01 12:30:00,2.1,14680.0,United Kingdom
45313,493432,21175,GIN + TONIC DIET METAL SIGN,2,2010-04-01 12:30:00,2.1,14680.0,United Kingdom
45314,493432,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-04-01 12:30:00,2.55,14680.0,United Kingdom
45315,493432,21733,RED HANGING HEART T-LIGHT HOLDER,8,2010-04-01 12:30:00,2.95,14680.0,United Kingdom
45316,493432,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,3,2010-04-01 12:30:00,3.75,14680.0,United Kingdom
45317,493432,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,4,2010-04-01 12:30:00,3.75,14680.0,United Kingdom
45318,493432,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,4,2010-04-01 12:30:00,3.75,14680.0,United Kingdom
